,Room,Time,Assoc,Auth
23,B004,1447152039,128,127
24,B004,1447152325,127,127
25,B004,1447152628,127,127
26,B004,1447152957,127,127
27,B004,1447153337,49,49
28,B004,1447153600,51,51
29,B004,1447153866,54,53
30,B004,1447154189,62,61
31,B004,1447154454,63,63
32,B004,1447154801,70,69
21,B002,1446874450,0,0
22,B002,1446874750,0,0
23,B002,1446875052,0,0
24,B002,1446875353,0,0
25,B002,1446875654,0,0
26,B002,1446875953,0,0
27,B002,1446876254,0,0
28,B002,1446876556,0,0
29,B002,1446876858,0,0
30,B002,1446877159,0,0
31,B002,1446877466,0,0
32,B002,1446877763,0,0
21,B004,1447291855,0,0
22,B004,1447292156,0,0
23,B004,1447292499,0,0
24,B004,1447292760,0,0
25,B004,1447293062,0,0
26,B004,1447293364,0,0
27,B004,1447293663,0,0
28,B004,1447293975,0,0
29,B004,1447294267,0,0
30,B004,1447294582,0,0
31,B004,1447294866,0,0
32,B004,1447295178,0,0
21,B004,1447738248,0,0
22,B004,1447738550,0,0
23,B004,1447738851,0,0
24,B004,1447739154,0,0
25,B004,1447739457,0,0
26,B004,1447739759,0,0
27,B004,1447740058,0,0
28,B004,1447740371,0,0
29,B004,1447740670,0,0
30,B004,1447740963,0,0
31,B004,1447741264,0,0
32,B004,1447741565,0,0
21,B004,1447727407,0,0
22,B004,1447727709,0,0
23,B004,1447728007,0,0
24,B004,1447728310,0,0
25,B004,1447728611,0,0
26,B004,1447728912,0,0
27,B004,1447729212,0,0
28,B004,1447729518,0,0
29,B004,1447729818,0,0
30,B004,1447730118,0,0
31,B004,1447730419,0,0
32,B004,1447730719,0,0
21,B002,1446971453,0,0
22,B002,1446971766,0,0
23,B002,1446972055,0,0
24,B002,1446972361,0,0
25,B002,1446972659,0,0
26,B002,1446972957,0,0
27,B002,1446973260,0,0
28,B002,1446973562,0,0
29,B002,1446973860,0,0
30,B002,1446974163,0,0
31,B002,1446974464,0,0
32,B002,1446974765,0,0
21,B002,1446769973,0,0
22,B002,1446770273,0,0
23,B002,1446770579,0,0
24,B002,1446771009,0,0
25,B002,1446771189,0,0
26,B002,1446771485,0,0
27,B002,1446771781,0,0
28,B002,1446772085,0,0
29,B002,1446772382,0,0
30,B002,1446772682,0,0
31,B002,1446772979,0,0
32,B002,1446773281,0,0
21,B003,1447057957,0,0
22,B003,1447058260,0,0
23,B003,1447058571,0,0
24,B003,1447058882,2,2
25,B003,1447059200,2,2
26,B003,1447059515,5,5
27,B003,1447059824,9,9
28,B003,1447060114,16,16
29,B003,1447060412,26,26
30,B003,1447060714,27,27
31,B003,1447061017,29,29
32,B003,1447061323,30,30
21,B004,1447687843,58,58
22,B004,1447688139,63,63
23,B004,1447688453,64,64
24,B004,1447688758,61,61
25,B004,1447689067,61,61
26,B004,1447689414,61,61
27,B004,1447689729,57,57
28,B004,1447690017,20,20
29,B004,1447690296,1,1
30,B004,1447690586,3,3
31,B004,1447690885,4,4
32,B004,1447691197,4,4
21,B002,1446589965,0,0
22,B002,1446590258,0,0
23,B002,1446590578,0,0
24,B002,1446590875,0,0
25,B002,1446591174,0,0
26,B002,1446591476,0,0
27,B002,1446591778,0,0
28,B002,1446592073,0,0
29,B002,1446592373,0,0
30,B002,1446592670,0,0
31,B002,1446592975,0,0
32,B002,1446593280,0,0
21,B003,1447655471,1,1
22,B003,1447655770,1,1
23,B003,1447656072,0,0
24,B003,1447656372,0,0
25,B003,1447656677,0,0
26,B003,1447656978,0,0
27,B003,1447657291,0,0
28,B003,1447657582,0,0
29,B003,1447657885,0,0
30,B003,1447658090,0,0
31,B003,1447658488,0,0
32,B003,1447658790,0,0
21,B003,1446748273,1,1
22,B003,1446748574,1,1
23,B003,1446748877,1,1
24,B003,1446749183,1,1
25,B003,1446749487,1,1
26,B003,1446749789,1,1
27,B003,1446750087,1,1
28,B003,1446750398,0,0
29,B003,1446750687,0,0
30,B003,1446750988,0,0
31,B003,1446751293,0,0
32,B003,1446751591,0,0
21,B002,1447187614,0,0
22,B002,1447187907,0,0
23,B002,1447188213,0,0
24,B002,1447188511,0,0
25,B002,1447188806,0,0
26,B002,1447189115,0,0
27,B002,1447189421,0,0
28,B002,1447189713,0,0
29,B002,1447190015,0,0
30,B002,1447190314,0,0
31,B002,1447190618,0,0
32,B002,1447190922,0,0
21,B003,1447036229,0,0
22,B003,1447036529,0,0
23,B003,1447036795,0,0
24,B003,1447037136,0,0
25,B003,1447037433,0,0
26,B003,1447037736,0,0
27,B003,1447038034,0,0
28,B003,1447038335,0,0
29,B003,1447038637,0,0
30,B003,1447038939,0,0
31,B003,1447039242,0,0
32,B003,1447039542,0,0
21,B003,1446647573,10,10
22,B003,1446647900,11,11
23,B003,1446648199,12,12
24,B003,1446648500,11,11
25,B003,1446648826,13,13
26,B003,1446649162,10,10
27,B003,1446649474,12,12
28,B003,1446649748,12,11
29,B003,1446650027,15,15
30,B003,1446650316,14,14
31,B003,1446650628,14,14
32,B003,1446650919,14,14
21,B002,1446525253,0,0
22,B002,1446525552,0,0
23,B002,1446525853,0,0
24,B002,1446526153,0,0
25,B002,1446526455,0,0
26,B002,1446526759,0,0
27,B002,1446527060,0,0
28,B002,1446527360,0,0
29,B002,1446527660,0,0
30,B002,1446527963,0,0
31,B002,1446528264,0,0
32,B002,1446528566,0,0
21,B004,1446661836,0,0
22,B004,1446662135,0,0
23,B004,1446662444,0,0
24,B004,1446662745,0,0
25,B004,1446663048,0,0
26,B004,1446663354,0,0
27,B004,1446663655,0,0
28,B004,1446663953,0,0
29,B004,1446664254,0,0
30,B004,1446664555,0,0
31,B004,1446664858,0,0
32,B004,1446665161,0,0
21,B002,1446679938,0,0
22,B002,1446680247,0,0
23,B002,1446680538,0,0
24,B002,1446680837,0,0
25,B002,1446681138,0,0
26,B002,1446681442,0,0
27,B002,1446681821,0,0
28,B002,1446682062,0,0
29,B002,1446682351,0,0
30,B002,1446682653,0,0
31,B002,1446682961,0,0
32,B002,1446683249,0,0
21,B003,1446741017,8,8
22,B003,1446741320,10,10
23,B003,1446741628,8,8
24,B003,1446741928,7,7
25,B003,1446742230,6,6
26,B003,1446742546,6,6
27,B003,1446742861,7,7
28,B003,1446743175,6,6
29,B003,1446743457,7,7
30,B003,1446743751,4,4
31,B003,1446744052,5,5
32,B003,1446744349,5,5
21,B004,1447396205,0,0
22,B004,1447396506,0,0
23,B004,1447396808,0,0
24,B004,1447397016,0,0
25,B004,1447397411,0,0
26,B004,1447397716,0,0
27,B004,1447398018,0,0
28,B004,1447398319,0,0
29,B004,1447398620,0,0
30,B004,1447398922,0,0
31,B004,1447399225,0,0
32,B004,1447399525,0,0
20,B004,1447148012,70,69
21,B004,1447148313,68,68
22,B004,1447148626,68,67
23,B004,1447148919,68,67
24,B004,1447149338,24,24
25,B004,1447149654,34,34
26,B004,1447149933,71,69
27,B004,1447150183,108,107
28,B004,1447150468,116,115
29,B004,1447150766,118,117
30,B004,1447151086,122,121
21,B002,1446924807,0,0
22,B002,1446925108,0,0
23,B002,1446925410,0,0
24,B002,1446925710,0,0
25,B002,1446926010,0,0
26,B002,1446926310,0,0
27,B002,1446926612,0,0
28,B002,1446926911,0,0
29,B002,1446927214,0,0
30,B002,1446927514,0,0
31,B002,1446927814,0,0
32,B002,1446928116,0,0
21,B003,1446568226,10,10
22,B003,1446568532,7,7
23,B003,1446568840,9,9
24,B003,1446569145,9,9
25,B003,1446569459,12,12
26,B003,1446569784,3,3
27,B003,1446570089,4,4
28,B003,1446570382,4,4
29,B003,1446570676,5,5
30,B003,1446570966,3,3
31,B003,1446571274,4,4
32,B003,1446571569,4,4
20,B003,1447680835,35,34
21,B003,1447681470,39,39
22,B003,1447681770,38,38
23,B003,1447682079,46,46
24,B003,1447682409,53,53
25,B003,1447682722,52,51
26,B003,1447682988,48,48
27,B003,1447683267,55,55
28,B003,1447683565,57,56
29,B003,1447683873,58,58
30,B003,1447684174,58,58
21,B003,1446629516,2,2
22,B003,1446629825,2,2
23,B003,1446630132,3,3
24,B003,1446630475,2,2
25,B003,1446630747,4,4
26,B003,1446631091,3,3
27,B003,1446631394,9,7
28,B003,1446631684,15,15
29,B003,1446631964,14,14
30,B003,1446632275,16,16
31,B003,1446632571,15,15
32,B003,1446632827,15,15
21,B004,1447011239,0,0
22,B004,1447011539,0,0
23,B004,1447011839,0,0
24,B004,1447012141,0,0
25,B004,1447012441,0,0
26,B004,1447012744,0,0
27,B004,1447013047,0,0
28,B004,1447013347,0,0
29,B004,1447013650,0,0
30,B004,1447013953,0,0
31,B004,1447014250,0,0
32,B004,1447014553,0,0
20,B004,1447022057,0,0
21,B004,1447022394,0,0
22,B004,1447022686,0,0
23,B004,1447022986,0,0
24,B004,1447023288,0,0
25,B004,1447023590,0,0
26,B004,1447023888,0,0
27,B004,1447024191,0,0
28,B004,1447024489,0,0
29,B004,1447024792,0,0
30,B004,1447025094,0,0
20,B003,1446622497,0,0
21,B003,1446622798,0,0
22,B003,1446623104,0,0
23,B003,1446623408,0,0
24,B003,1446623706,0,0
25,B003,1446624009,0,0
26,B003,1446624318,0,0
27,B003,1446624619,0,0
28,B003,1446624924,0,0
29,B003,1446625226,0,0
30,B003,1446625542,0,0
21,B002,1447108435,0,0
22,B002,1447108742,0,0
23,B002,1447109069,0,0
24,B002,1447109344,0,0
25,B002,1447109642,0,0
26,B002,1447109941,0,0
27,B002,1447110239,0,0
28,B002,1447110540,0,0
29,B002,1447110837,0,0
30,B002,1447111139,0,0
31,B002,1447111445,0,0
32,B002,1447111741,0,0
20,B004,1446625840,3,3
21,B004,1446626152,3,3
22,B004,1446626456,5,5
23,B004,1446626759,6,6
24,B004,1446627080,7,7
25,B004,1446627399,6,6
26,B004,1446627720,11,11
27,B004,1446628011,21,21
28,B004,1446628300,28,27
29,B004,1446628595,31,31
30,B004,1446629050,31,31
21,B002,1446967843,0,0
22,B002,1446968146,0,0
23,B002,1446968445,0,0
24,B002,1446968746,0,0
25,B002,1446969044,0,0
26,B002,1446969348,0,0
27,B002,1446969650,0,0
28,B002,1446969949,0,0
29,B002,1446970250,0,0
30,B002,1446970551,0,0
31,B002,1446970850,0,0
32,B002,1446971153,0,0
21,B003,1447349579,4,4
22,B003,1447349881,4,4
23,B003,1447350181,4,4
24,B003,1447350489,4,4
25,B003,1447350800,3,3
26,B003,1447351107,2,2
27,B003,1447351415,3,3
28,B003,1447351713,2,2
29,B003,1447352015,1,1
30,B003,1447352309,2,2
31,B003,1447352609,2,2
32,B003,1447352910,2,2
21,B003,1446589965,0,0
22,B003,1446590258,0,0
23,B003,1446590578,0,0
24,B003,1446590875,0,0
25,B003,1446591174,0,0
26,B003,1446591476,0,0
27,B003,1446591778,0,0
28,B003,1446592073,0,0
29,B003,1446592373,0,0
30,B003,1446592670,0,0
31,B003,1446592975,0,0
32,B003,1446593280,0,0
21,B004,1447353213,0,0
22,B004,1447353518,0,0
23,B004,1447353819,0,0
24,B004,1447354130,0,0
25,B004,1447354447,0,0
26,B004,1447354727,0,0
27,B004,1447355033,0,0
28,B004,1447355326,0,0
29,B004,1447355626,0,0
30,B004,1447355929,0,0
31,B004,1447356232,0,0
32,B004,1447356530,0,0
21,B003,1446518029,0,0
22,B003,1446518332,0,0
23,B003,1446518632,0,0
24,B003,1446518934,0,0
25,B003,1446519232,0,0
26,B003,1446519533,0,0
27,B003,1446519835,0,0
28,B003,1446520137,0,0
29,B003,1446520330,0,0
30,B003,1446520738,0,0
31,B003,1446521037,0,0
32,B003,1446521340,0,0
21,B002,1447709615,0,0
22,B002,1447709918,0,0
23,B002,1447710217,0,0
24,B002,1447710522,0,0
25,B002,1447710824,0,0
26,B002,1447711134,0,0
27,B002,1447711432,0,0
28,B002,1447711744,0,0
29,B002,1447712052,0,0
30,B002,1447712354,0,0
31,B002,1447712632,0,0
32,B002,1447712932,0,0
21,B002,1447309937,2,2
22,B002,1447310235,2,2
23,B002,1447310537,0,0
24,B002,1447310840,1,1
25,B002,1447311143,0,0
26,B002,1447311442,0,0
27,B002,1447311747,0,0
28,B002,1447312048,0,0
29,B002,1447312352,0,0
30,B002,1447312655,0,0
31,B002,1447312954,0,0
32,B002,1447313259,0,0
20,B002,1446813241,14,14
21,B002,1446813543,15,15
22,B002,1446813851,14,14
23,B002,1446814172,13,13
24,B002,1446814477,15,15
25,B002,1446814794,14,14
26,B002,1446815132,11,11
27,B002,1446815394,13,13
28,B002,1446815688,10,10
29,B002,1446815979,12,12
30,B002,1446816285,11,11
20,B004,1447162419,64,64
21,B004,1447162728,64,64
22,B004,1447163057,23,23
23,B004,1447163368,14,13
24,B004,1447163714,28,27
25,B004,1447164054,42,42
26,B004,1447164340,69,69
27,B004,1447164596,65,65
28,B004,1447164885,69,68
29,B004,1447165185,67,67
30,B004,1447165483,67,67
21,B003,1447540462,0,0
22,B003,1447540759,0,0
23,B003,1447541060,0,0
24,B003,1447541366,0,0
25,B003,1447541662,0,0
26,B003,1447541965,0,0
27,B003,1447542263,0,0
28,B003,1447542564,0,0
29,B003,1447542864,0,0
30,B003,1447543168,0,0
31,B003,1447543466,0,0
32,B003,1447543768,0,0
21,B003,1447633800,0,0
22,B003,1447634100,0,0
23,B003,1447634401,0,0
24,B003,1447634703,0,0
25,B003,1447635003,0,0
26,B003,1447635302,0,0
27,B003,1447635602,0,0
28,B003,1447635907,0,0
29,B003,1447636215,0,0
30,B003,1447636508,0,0
31,B003,1447636806,0,0
32,B003,1447637109,0,0
21,B002,1446978689,0,0
22,B002,1446978988,0,0
23,B002,1446979287,0,0
24,B002,1446979591,0,0
25,B002,1446979892,0,0
26,B002,1446980191,0,0
27,B002,1446980496,0,0
28,B002,1446980795,0,0
29,B002,1446981095,0,0
30,B002,1446981405,0,0
31,B002,1446981697,0,0
32,B002,1446981999,0,0
21,B003,1446597196,0,0
22,B003,1446597495,0,0
23,B003,1446597800,0,0
24,B003,1446598132,0,0
25,B003,1446598459,0,0
26,B003,1446598705,0,0
27,B003,1446599001,0,0
28,B003,1446599301,0,0
29,B003,1446599602,0,0
30,B003,1446599900,0,0
31,B003,1446600202,0,0
32,B003,1446600502,0,0
21,B003,1446867225,0,0
22,B003,1446867526,0,0
23,B003,1446867826,0,0
24,B003,1446868128,0,0
25,B003,1446868428,0,0
26,B003,1446868729,0,0
27,B003,1446869030,0,0
28,B003,1446869338,0,0
29,B003,1446869637,0,0
30,B003,1446869939,0,0
31,B003,1446870240,0,0
32,B003,1446870541,0,0
21,B003,1447457621,0,0
22,B003,1447457924,0,0
23,B003,1447458220,0,0
24,B003,1447458522,0,0
25,B003,1447458825,0,0
26,B003,1447459121,0,0
27,B003,1447459431,0,0
28,B003,1447459735,0,0
29,B003,1447460040,0,0
30,B003,1447460333,0,0
31,B003,1447460637,0,0
32,B003,1447460944,0,0
21,B002,1446798611,1,1
22,B002,1446798918,1,1
23,B002,1446799220,1,1
24,B002,1446799527,1,1
25,B002,1446799843,1,1
26,B002,1446800155,1,1
27,B002,1446800463,2,2
28,B002,1446800763,2,2
29,B002,1446801052,2,2
30,B002,1446801352,3,3
31,B002,1446801651,3,3
32,B002,1446801956,3,3
21,B004,1447558213,0,0
22,B004,1447558515,0,0
23,B004,1447558814,0,0
24,B004,1447559114,0,0
25,B004,1447559416,0,0
26,B004,1447559716,0,0
27,B004,1447560017,0,0
28,B004,1447560317,0,0
29,B004,1447560618,0,0
30,B004,1447560923,0,0
31,B004,1447561219,0,0
32,B004,1447561520,0,0
21,B003,1446683561,0,0
22,B003,1446683856,0,0
23,B003,1446684162,0,0
24,B003,1446684458,0,0
25,B003,1446684854,0,0
26,B003,1446685110,0,0
27,B003,1446685387,0,0
28,B003,1446685648,0,0
29,B003,1446686041,0,0
30,B003,1446686295,0,0
31,B003,1446686593,0,0
32,B003,1446686893,0,0
21,B002,1447004002,0,0
22,B002,1447004302,0,0
23,B002,1447004607,0,0
24,B002,1447004914,0,0
25,B002,1447005210,0,0
26,B002,1447005511,0,0
27,B002,1447005812,0,0
28,B002,1447006111,0,0
29,B002,1447006416,0,0
30,B002,1447006716,0,0
31,B002,1447007017,0,0
32,B002,1447007201,0,0
20,B003,1446651225,14,14
21,B003,1446651529,15,15
22,B003,1446651842,14,14
23,B003,1446652154,14,14
24,B003,1446652490,12,12
25,B003,1446652814,12,12
26,B003,1446653138,13,13
27,B003,1446653391,14,14
28,B003,1446653682,14,14
29,B003,1446653974,9,9
30,B003,1446654269,9,9
21,B002,1447252202,17,17
22,B002,1447252504,18,18
23,B002,1447252808,19,19
24,B002,1447253114,22,22
25,B002,1447253431,18,18
26,B002,1447253769,18,18
27,B002,1447254102,20,20
28,B002,1447254400,10,10
29,B002,1447254668,32,32
30,B002,1447254946,30,30
31,B002,1447255250,31,31
32,B002,1447255563,33,33
19,B002,1447756488,19,19
20,B002,1447756813,20,20
21,B002,1447757117,26,26
22,B002,1447757432,24,24
23,B002,1447757775,21,21
24,B002,1447758119,10,10
25,B002,1447758397,16,16
26,B002,1447758799,17,17
27,B002,1447759271,19,19
28,B002,1447759567,17,17
21,B003,1446903170,0,0
22,B003,1446903459,0,0
23,B003,1446903755,0,0
24,B003,1446904062,0,0
25,B003,1446904365,0,0
26,B003,1446904676,0,0
27,B003,1446904987,0,0
28,B003,1446905282,0,0
29,B003,1446905580,0,0
30,B003,1446905878,0,0
31,B003,1446906181,0,0
32,B003,1446906487,0,0
21,B004,1446859983,0,0
22,B004,1446860282,0,0
23,B004,1446860583,0,0
24,B004,1446860883,0,0
25,B004,1446861184,0,0
26,B004,1446861488,0,0
27,B004,1446861788,0,0
28,B004,1446862088,0,0
29,B004,1446862388,0,0
30,B004,1446862689,0,0
31,B004,1446862991,0,0
32,B004,1446863291,0,0
20,B004,1447198478,0,0
21,B004,1447198777,0,0
22,B004,1447199075,0,0
23,B004,1447199381,0,0
24,B004,1447199684,0,0
25,B004,1447199984,0,0
26,B004,1447200329,0,0
27,B004,1447200597,0,0
28,B004,1447200910,0,0
29,B004,1447201197,0,0
30,B004,1447201504,0,0
19,B002,1447716851,0,0
20,B002,1447717160,0,0
21,B002,1447717455,0,0
22,B002,1447717759,0,0
23,B002,1447718063,0,0
24,B002,1447718436,0,0
25,B002,1447718668,0,0
26,B002,1447719025,0,0
27,B002,1447719339,0,0
28,B002,1447719706,0,0
21,B004,1447745496,0,0
22,B004,1447745799,0,0
23,B004,1447746101,0,0
24,B004,1447746404,0,0
25,B004,1447746705,0,0
26,B004,1447747012,0,0
27,B004,1447747313,0,0
28,B004,1447747620,0,0
29,B004,1447747924,0,0
30,B004,1447748226,0,0
31,B004,1447748545,0,0
32,B004,1447748837,0,0
21,B002,1446600802,0,0
22,B002,1446601104,0,0
23,B002,1446601407,0,0
24,B002,1446601706,0,0
25,B002,1446602011,0,0
26,B002,1446602309,0,0
27,B002,1446602613,0,0
28,B002,1446602832,0,0
29,B002,1446603211,0,0
30,B002,1446603511,0,0
31,B002,1446603815,0,0
32,B002,1446604112,0,0
21,B004,1446751891,0,0
22,B004,1446752197,0,0
23,B004,1446752494,0,0
24,B004,1446752796,0,0
25,B004,1446753099,0,0
26,B004,1446753400,0,0
27,B004,1446753644,0,0
28,B004,1446754017,0,0
29,B004,1446754302,0,0
30,B004,1446754607,0,0
31,B004,1446754906,0,0
32,B004,1446755213,0,0
21,B003,1446924807,0,0
22,B003,1446925108,0,0
23,B003,1446925410,0,0
24,B003,1446925710,0,0
25,B003,1446926010,0,0
26,B003,1446926310,0,0
27,B003,1446926612,0,0
28,B003,1446926911,0,0
29,B003,1446927214,0,0
30,B003,1446927514,0,0
31,B003,1446927814,0,0
32,B003,1446928116,0,0
21,B002,1446539464,3,3
22,B002,1446539765,3,3
23,B002,1446540075,2,2
24,B002,1446540384,2,2
25,B002,1446540706,3,3
26,B002,1446541021,4,4
27,B002,1446541340,2,2
28,B002,1446541644,1,1
29,B002,1446541921,0,0
30,B002,1446542213,0,0
31,B002,1446542515,1,1
32,B002,1446542820,2,2
21,B004,1446993151,0,0
22,B004,1446993453,0,0
23,B004,1446993755,0,0
24,B004,1446994059,0,0
25,B004,1446994356,0,0
26,B004,1446994658,0,0
27,B004,1446994982,0,0
28,B004,1446995273,0,0
29,B004,1446995566,0,0
30,B004,1446995865,0,0
31,B004,1446996165,0,0
32,B004,1446996470,0,0
21,B002,1447083034,15,15
22,B002,1447083346,16,16
23,B002,1447083642,17,17
24,B002,1447083950,19,19
25,B002,1447084266,21,21
26,B002,1447084599,26,26
27,B002,1447084913,42,41
28,B002,1447085199,51,50
29,B002,1447085485,64,64
30,B002,1447085798,76,76
31,B002,1447086081,75,75
32,B002,1447086384,73,73
21,B002,1446773583,0,0
22,B002,1446773885,0,0
23,B002,1446774186,0,0
24,B002,1446774487,0,0
25,B002,1446774784,0,0
26,B002,1446775086,0,0
27,B002,1446775389,0,0
28,B002,1446775688,0,0
29,B002,1446775992,0,0
30,B002,1446776179,0,0
31,B002,1446776593,0,0
32,B002,1446776893,0,0
21,B004,1446579115,0,0
22,B004,1446579416,0,0
23,B004,1446579714,0,0
24,B004,1446580016,0,0
25,B004,1446580315,0,0
26,B004,1446580621,0,0
27,B004,1446580923,0,0
28,B004,1446581222,0,0
29,B004,1446581522,0,0
30,B004,1446581826,0,0
31,B004,1446582123,0,0
32,B004,1446582428,0,0
20,B002,1447684485,7,7
21,B002,1447684793,8,8
22,B002,1447685102,11,11
23,B002,1447685417,7,7
24,B002,1447685743,8,8
25,B002,1447686084,13,12
26,B002,1447686369,9,9
27,B002,1447686644,8,8
28,B002,1447686934,9,9
29,B002,1447687234,10,10
30,B002,1447687545,9,9
21,B004,1446730357,102,102
22,B004,1446730677,103,103
23,B004,1446730888,101,101
24,B004,1446731279,105,105
25,B004,1446731601,74,73
26,B004,1446731949,17,17
27,B004,1446732316,27,27
28,B004,1446732536,69,69
29,B004,1446732813,72,72
30,B004,1446733112,68,68
31,B004,1446733428,69,69
32,B004,1446733719,66,66
21,B002,1446975066,0,0
22,B002,1446975367,0,0
23,B002,1446975668,0,0
24,B002,1446975975,0,0
25,B002,1446976275,0,0
26,B002,1446976576,0,0
27,B002,1446976878,0,0
28,B002,1446977182,0,0
29,B002,1446977429,0,0
30,B002,1446977789,0,0
31,B002,1446978081,0,0
32,B002,1446978384,0,0
21,B004,1446946468,0,0
22,B004,1446946767,0,0
23,B004,1446947069,0,0
24,B004,1446947369,0,0
25,B004,1446947615,0,0
26,B004,1446947971,0,0
27,B004,1446948273,0,0
28,B004,1446948572,0,0
29,B004,1446948872,0,0
30,B004,1446949173,0,0
31,B004,1446949473,0,0
32,B004,1446949775,0,0
20,B003,1447389272,0,0
21,B003,1447389573,0,0
22,B003,1447389875,0,0
23,B003,1447390187,0,0
24,B003,1447390477,0,0
25,B003,1447390779,0,0
26,B003,1447391079,0,0
27,B003,1447391378,0,0
28,B003,1447391680,0,0
29,B003,1447391981,0,0
30,B003,1447392282,0,0
20,B003,1447119280,0,0
21,B003,1447119585,0,0
22,B003,1447119875,0,0
23,B003,1447120176,0,0
24,B003,1447120478,0,0
25,B003,1447120780,0,0
26,B003,1447121083,0,0
27,B003,1447121384,0,0
28,B003,1447121684,0,0
29,B003,1447121987,0,0
30,B003,1447122283,0,0
21,B003,1447252202,37,37
22,B003,1447252504,34,34
23,B003,1447252808,36,36
24,B003,1447253114,35,35
25,B003,1447253431,30,30
26,B003,1447253769,21,21
27,B003,1447254102,9,9
28,B003,1447254400,6,6
29,B003,1447254668,7,7
30,B003,1447254946,7,7
31,B003,1447255250,4,4
32,B003,1447255563,2,2
21,B003,1446975066,0,0
22,B003,1446975367,0,0
23,B003,1446975668,0,0
24,B003,1446975975,0,0
25,B003,1446976275,0,0
26,B003,1446976576,0,0
27,B003,1446976878,0,0
28,B003,1446977182,0,0
29,B003,1446977429,0,0
30,B003,1446977789,0,0
31,B003,1446978081,0,0
32,B003,1446978384,0,0
21,B004,1447223525,0,0
22,B004,1447223824,0,0
23,B004,1447224124,0,0
24,B004,1447224431,0,0
25,B004,1447224733,0,0
26,B004,1447225031,0,0
27,B004,1447225335,0,0
28,B004,1447225633,0,0
29,B004,1447225937,0,0
30,B004,1447226240,0,0
31,B004,1447226542,0,0
32,B004,1447226844,0,0
21,B004,1447659097,0,0
22,B004,1447659393,0,0
23,B004,1447659699,0,0
24,B004,1447660004,0,0
25,B004,1447660309,0,0
26,B004,1447660612,0,0
27,B004,1447660925,1,1
28,B004,1447661222,1,1
29,B004,1447661525,2,2
30,B004,1447661828,3,3
31,B004,1447662136,3,3
32,B004,1447662435,5,5
21,B003,1446989531,0,0
22,B003,1446989839,0,0
23,B003,1446990140,0,0
24,B003,1446990438,0,0
25,B003,1446990739,0,0
26,B003,1446991040,0,0
27,B003,1446991340,0,0
28,B003,1446991657,0,0
29,B003,1446992003,0,0
30,B003,1446992248,0,0
31,B003,1446992548,0,0
32,B003,1446992860,0,0
21,B002,1446823845,35,34
22,B002,1446824150,32,32
23,B002,1446824457,29,28
24,B002,1446824768,26,25
25,B002,1446825069,26,25
26,B002,1446825370,24,24
27,B002,1446825677,25,24
28,B002,1446825972,22,22
29,B002,1446826276,22,22
30,B002,1446826570,21,21
31,B002,1446826875,22,22
32,B002,1446827172,21,21
21,B004,1447187614,0,0
22,B004,1447187907,0,0
23,B004,1447188213,0,0
24,B004,1447188511,0,0
25,B004,1447188806,0,0
26,B004,1447189115,0,0
27,B004,1447189421,0,0
28,B004,1447189713,0,0
29,B004,1447190015,0,0
30,B004,1447190314,0,0
31,B004,1447190618,0,0
32,B004,1447190922,0,0
21,B003,1447093954,0,0
22,B003,1447094250,0,0
23,B003,1447094557,0,0
24,B003,1447094880,0,0
25,B003,1447095157,0,0
26,B003,1447095464,0,0
27,B003,1447095764,0,0
28,B003,1447096069,0,0
29,B003,1447096363,0,0
30,B003,1447096663,0,0
31,B003,1447096974,0,0
32,B003,1447097269,0,0
21,B003,1446996765,0,0
22,B003,1446997068,0,0
23,B003,1446997372,0,0
24,B003,1446997672,0,0
25,B003,1446997973,0,0
26,B003,1446998274,0,0
27,B003,1446998576,0,0
28,B003,1446998878,0,0
29,B003,1446999179,0,0
30,B003,1446999488,0,0
31,B003,1446999782,0,0
32,B003,1447000080,0,0
21,B004,1447637408,0,0
22,B004,1447637712,0,0
23,B004,1447638010,0,0
24,B004,1447638310,0,0
25,B004,1447638614,0,0
26,B004,1447638917,0,0
27,B004,1447639218,0,0
28,B004,1447639515,0,0
29,B004,1447639818,0,0
30,B004,1447640124,0,0
31,B004,1447640423,0,0
32,B004,1447640721,0,0
21,B002,1447201921,0,0
22,B002,1447202122,0,0
23,B002,1447202414,0,0
24,B002,1447202733,0,0
25,B002,1447203056,0,0
26,B002,1447203350,0,0
27,B002,1447203651,0,0
28,B002,1447203947,0,0
29,B002,1447204250,0,0
30,B002,1447204550,0,0
31,B002,1447204849,0,0
32,B002,1447205151,0,0
20,B003,1447666417,27,26
21,B003,1447666727,27,27
22,B003,1447667031,30,30
23,B003,1447667343,30,30
24,B003,1447667670,30,30
25,B003,1447667991,34,34
26,B003,1447668302,36,36
27,B003,1447668576,34,34
28,B003,1447668870,34,34
29,B003,1447669167,33,33
30,B003,1447669487,37,37
21,B004,1447734632,0,0
22,B004,1447734934,0,0
23,B004,1447735235,0,0
24,B004,1447735535,0,0
25,B004,1447735835,0,0
26,B004,1447736139,0,0
27,B004,1447736441,0,0
28,B004,1447736744,0,0
29,B004,1447737044,0,0
30,B004,1447737344,0,0
31,B004,1447737646,0,0
32,B004,1447737946,0,0
21,B004,1447385662,0,0
22,B004,1447385963,0,0
23,B004,1447386263,0,0
24,B004,1447386565,0,0
25,B004,1447386862,0,0
26,B004,1447387164,0,0
27,B004,1447387465,0,0
28,B004,1447387765,0,0
29,B004,1447388066,0,0
