,Room,Time,Assoc,Auth
30,B004,1447716250,0,0
21,B004,1446899535,0,0
22,B004,1446899832,0,0
23,B004,1446900128,0,0
24,B004,1446900433,0,0
25,B004,1446900742,0,0
26,B004,1446901052,0,0
27,B004,1446901356,0,0
28,B004,1446901650,0,0
29,B004,1446901951,0,0
30,B004,1446902245,0,0
31,B004,1446902553,0,0
32,B004,1446902860,0,0
21,B003,1447396205,0,0
22,B003,1447396506,0,0
23,B003,1447396808,0,0
24,B003,1447397016,0,0
25,B003,1447397411,0,0
26,B003,1447397716,0,0
27,B003,1447398018,0,0
28,B003,1447398319,0,0
29,B003,1447398620,0,0
30,B003,1447398922,0,0
31,B003,1447399225,0,0
32,B003,1447399525,0,0
21,B002,1446676328,0,0
22,B002,1446676632,0,0
23,B002,1446676931,0,0
24,B002,1446677286,0,0
25,B002,1446677528,0,0
26,B002,1446677831,0,0
27,B002,1446678133,0,0
28,B002,1446678428,0,0
29,B002,1446678726,0,0
30,B002,1446679027,0,0
31,B002,1446679332,0,0
32,B002,1446679633,0,0
21,B003,1447086697,13,13
22,B003,1447087001,16,16
23,B003,1447087306,17,17
24,B003,1447087608,14,14
25,B003,1447087918,12,12
26,B003,1447088224,10,10
27,B003,1447088533,10,10
28,B003,1447088835,9,9
29,B003,1447089125,7,7
30,B003,1447089425,9,9
31,B003,1447089673,8,8
32,B003,1447090027,8,8
21,B002,1446788025,0,0
22,B002,1446788326,0,0
23,B002,1446788628,0,0
24,B002,1446788929,0,0
25,B002,1446789231,0,0
26,B002,1446789533,0,0
27,B002,1446789837,0,0
28,B002,1446790137,0,0
29,B002,1446790436,0,0
30,B002,1446790738,0,0
31,B002,1446790966,0,0
32,B002,1446791340,0,0
21,B002,1447605180,0,0
22,B002,1447605483,0,0
23,B002,1447605782,0,0
24,B002,1447606085,0,0
25,B002,1447606388,0,0
26,B002,1447606686,0,0
27,B002,1447606989,0,0
28,B002,1447607290,0,0
29,B002,1447607590,0,0
30,B002,1447607893,1,1
31,B002,1447608189,0,0
32,B002,1447608494,0,0
21,B002,1446535810,0,0
22,B002,1446536113,0,0
23,B002,1446536414,0,0
24,B002,1446536718,0,0
25,B002,1446537024,0,0
26,B002,1446537325,0,0
27,B002,1446537632,0,0
28,B002,1446537940,0,0
29,B002,1446538240,0,0
30,B002,1446538544,0,0
31,B002,1446538849,1,1
32,B002,1446539158,3,3
21,B003,1447507951,0,0
22,B003,1447508254,0,0
23,B003,1447508573,0,0
24,B003,1447508859,0,0
25,B003,1447509153,0,0
26,B003,1447509455,0,0
27,B003,1447509755,0,0
28,B003,1447510058,0,0
29,B003,1447510361,0,0
30,B003,1447510664,0,0
31,B003,1447510993,0,0
32,B003,1447511266,0,0
20,B002,1446719597,36,36
21,B002,1446719927,35,35
22,B002,1446720237,35,35
23,B002,1446720545,34,34
24,B002,1446720881,35,35
25,B002,1446721236,37,37
26,B002,1446721547,35,35
27,B002,1446721797,39,39
28,B002,1446722092,34,34
29,B002,1446722375,35,35
30,B002,1446722676,31,31
21,B004,1447515198,0,0
22,B004,1447515486,0,0
23,B004,1447515792,0,0
24,B004,1447516087,0,0
25,B004,1447516388,0,0
26,B004,1447516577,0,0
27,B004,1447516995,0,0
28,B004,1447517297,0,0
29,B004,1447517596,0,0
30,B004,1447517896,0,0
31,B004,1447518197,0,0
32,B004,1447518504,0,0
20,B003,1446816887,15,15
21,B003,1446817188,15,15
22,B003,1446817492,17,17
23,B003,1446817803,26,25
24,B003,1446818118,28,28
25,B003,1446818437,24,24
26,B003,1446818745,38,37
27,B003,1446819031,45,45
28,B003,1446819323,51,51
29,B003,1446819624,50,50
30,B003,1446819920,56,56
21,B002,1447356836,0,0
22,B002,1447357139,0,0
23,B002,1447357440,0,0
24,B002,1447357742,0,0
25,B002,1447358047,0,0
26,B002,1447358346,1,1
27,B002,1447358653,0,0
28,B002,1447358958,0,0
29,B002,1447359262,0,0
30,B002,1447359560,0,0
31,B002,1447359815,0,0
32,B002,1447360167,0,0
21,B003,1447270403,0,0
22,B003,1447270714,0,0
23,B003,1447271016,0,0
24,B003,1447271309,0,0
25,B003,1447271615,0,0
26,B003,1447271928,0,0
27,B003,1447272219,0,0
28,B003,1447272518,0,0
29,B003,1447272819,0,0
30,B003,1447273124,0,0
31,B003,1447273434,0,0
32,B003,1447273731,0,0
20,B003,1447471970,0,0
21,B003,1447472376,0,0
22,B003,1447472677,0,0
23,B003,1447472978,0,0
24,B003,1447473280,0,0
25,B003,1447473579,0,0
26,B003,1447473881,0,0
27,B003,1447474181,0,0
28,B003,1447474483,0,0
29,B003,1447474790,0,0
30,B003,1447475091,0,0
21,B002,1447313563,0,0
22,B002,1447313863,0,0
23,B002,1447314118,0,0
24,B002,1447314474,0,0
25,B002,1447314780,0,0
26,B002,1447315079,0,0
27,B002,1447315387,1,1
28,B002,1447315692,1,1
29,B002,1447315993,2,2
30,B002,1447316307,1,1
31,B002,1447316606,2,2
32,B002,1447316916,3,3
21,B003,1447749146,0,0
22,B003,1447749450,0,0
23,B003,1447749763,0,0
24,B003,1447750077,0,0
25,B003,1447750389,2,2
26,B003,1447750708,0,0
27,B003,1447751014,0,0
28,B003,1447751318,0,0
29,B003,1447751601,1,1
30,B003,1447751898,2,2
31,B003,1447752205,1,1
32,B003,1447752503,1,1
21,B002,1447500706,0,0
22,B002,1447501005,0,0
23,B002,1447501303,0,0
24,B002,1447501608,0,0
25,B002,1447501801,0,0
26,B002,1447502209,0,0
27,B002,1447502512,0,0
28,B002,1447502810,0,0
29,B002,1447503133,0,0
30,B002,1447503447,0,0
31,B002,1447503724,0,0
32,B002,1447504053,0,0
21,B003,1447417802,29,29
22,B003,1447418111,28,28
23,B003,1447418415,27,27
24,B003,1447418719,23,23
25,B003,1447419041,25,25
26,B003,1447419337,23,23
27,B003,1447419683,23,22
28,B003,1447419971,13,13
29,B003,1447420246,12,12
30,B003,1447420547,14,14
31,B003,1447420842,14,14
32,B003,1447421138,14,14
22,B002,1447565429,0,0
23,B002,1447565730,0,0
24,B002,1447566030,0,0
25,B002,1447566331,0,0
26,B002,1447566632,0,0
27,B002,1447566933,0,0
28,B002,1447567234,0,0
29,B002,1447567535,0,0
30,B002,1447567835,0,0
31,B002,1447568135,0,0
32,B002,1447568437,0,0
33,B002,1447568738,0,0
34,B002,1447568949,0,0
21,B002,1447507951,0,0
22,B002,1447508254,0,0
23,B002,1447508573,0,0
24,B002,1447508859,0,0
25,B002,1447509153,0,0
26,B002,1447509455,0,0
27,B002,1447509755,0,0
28,B002,1447510058,0,0
29,B002,1447510361,0,0
30,B002,1447510664,0,0
31,B002,1447510993,0,0
32,B002,1447511266,0,0
21,B003,1446766354,0,0
22,B003,1446766654,0,0
23,B003,1446766955,0,0
24,B003,1446767256,0,0
25,B003,1446767561,0,0
26,B003,1446767857,0,0
27,B003,1446768167,0,0
28,B003,1446768448,0,0
29,B003,1446768779,0,0
30,B003,1446769071,0,0
31,B003,1446769369,0,0
32,B003,1446769672,0,0
21,B003,1447011239,0,0
22,B003,1447011539,0,0
23,B003,1447011839,0,0
24,B003,1447012141,0,0
25,B003,1447012441,0,0
26,B003,1447012744,0,0
27,B003,1447013047,0,0
28,B003,1447013347,0,0
29,B003,1447013650,0,0
30,B003,1447013953,0,0
31,B003,1447014250,0,0
32,B003,1447014553,0,0
21,B002,1447619641,0,0
22,B002,1447619940,0,0
23,B002,1447620242,0,0
24,B002,1447620549,0,0
25,B002,1447620848,0,0
26,B002,1447621149,0,0
27,B002,1447621450,0,0
28,B002,1447621751,0,0
29,B002,1447622052,0,0
30,B002,1447622351,0,0
31,B002,1447622651,0,0
32,B002,1447622951,0,0
21,B004,1446870841,0,0
22,B004,1446871142,0,0
23,B004,1446871443,0,0
24,B004,1446871742,0,0
25,B004,1446872048,0,0
26,B004,1446872344,0,0
27,B004,1446872648,0,0
28,B004,1446872947,0,0
29,B004,1446873206,0,0
30,B004,1446873546,0,0
31,B004,1446873849,0,0
32,B004,1446874150,0,0
21,B003,1447745496,0,0
22,B003,1447745799,0,0
23,B003,1447746101,0,0
24,B003,1447746404,0,0
25,B003,1447746705,0,0
26,B003,1447747012,0,0
27,B003,1447747313,0,0
28,B003,1447747620,0,0
29,B003,1447747924,0,0
30,B003,1447748226,0,0
31,B003,1447748545,0,0
32,B003,1447748837,0,0
21,B003,1446640317,93,93
22,B003,1446640530,96,96
23,B003,1446640840,103,103
24,B003,1446641153,101,100
25,B003,1446641488,92,92
26,B003,1446641826,95,94
27,B003,1446642147,94,94
28,B003,1446642461,100,99
29,B003,1446642703,98,98
30,B003,1446642989,94,94
31,B003,1446643290,86,86
32,B003,1446643592,90,90
20,B003,1447464853,0,0
21,B003,1447465152,0,0
22,B003,1447465452,0,0
23,B003,1447465753,0,0
24,B003,1447466053,0,0
25,B003,1447466356,0,0
26,B003,1447466659,0,0
27,B003,1447466970,0,0
28,B003,1447467260,0,0
29,B003,1447467561,0,0
30,B003,1447467864,0,0
21,B003,1447356836,0,0
22,B003,1447357139,0,0
23,B003,1447357440,0,0
24,B003,1447357742,0,0
25,B003,1447358047,0,0
26,B003,1447358346,0,0
27,B003,1447358653,0,0
28,B003,1447358958,0,0
29,B003,1447359262,0,0
30,B003,1447359560,0,0
31,B003,1447359815,0,0
32,B003,1447360167,0,0
21,B004,1447594329,0,0
22,B004,1447594639,0,0
23,B004,1447594935,0,0
24,B004,1447595235,0,0
25,B004,1447595538,0,0
26,B004,1447595839,0,0
27,B004,1447596138,0,0
28,B004,1447596439,0,0
29,B004,1447596742,0,0
30,B004,1447597041,0,0
31,B004,1447597353,0,0
32,B004,1447597646,0,0
20,B003,1447410772,28,28
21,B003,1447411085,28,28
22,B003,1447411389,30,30
23,B003,1447411704,30,30
24,B003,1447412059,26,26
25,B003,1447412701,21,21
26,B003,1447412968,21,21
27,B003,1447413242,19,19
28,B003,1447413538,19,19
29,B003,1447413839,19,19
30,B003,1447414142,21,21
21,B003,1446701646,0,0
22,B003,1446701948,0,0
23,B003,1446702249,0,0
24,B003,1446702552,0,0
25,B003,1446702850,0,0
26,B003,1446703156,0,0
27,B003,1446703456,0,0
28,B003,1446703759,0,0
29,B003,1446704058,0,0
30,B003,1446704360,0,0
31,B003,1446704663,0,0
32,B003,1446704963,0,0
21,B003,1447651854,0,0
22,B003,1447652157,0,0
23,B003,1447652458,0,0
24,B003,1447652758,0,0
25,B003,1447653062,0,0
26,B003,1447653361,0,0
27,B003,1447653665,0,0
28,B003,1447653966,0,0
29,B003,1447654266,0,0
30,B003,1447654568,0,0
31,B003,1447654869,1,1
32,B003,1447655169,1,1
21,B002,1446661836,1,1
22,B002,1446662135,0,0
23,B002,1446662444,0,0
24,B002,1446662745,0,0
25,B002,1446663048,0,0
26,B002,1446663354,0,0
27,B002,1446663655,0,0
28,B002,1446663953,0,0
29,B002,1446664254,0,0
30,B002,1446664555,0,0
31,B002,1446664858,0,0
32,B002,1446665161,0,0
20,B004,1447392887,0,0
21,B004,1447393188,0,0
22,B004,1447393495,0,0
23,B004,1447393792,0,0
24,B004,1447394096,0,0
25,B004,1447394398,0,0
26,B004,1447394701,0,0
27,B004,1447395001,0,0
28,B004,1447395300,0,0
29,B004,1447395603,0,0
30,B004,1447395902,0,0
21,B003,1447140686,0,0
22,B003,1447140983,0,0
23,B003,1447141289,0,0
24,B003,1447141594,0,0
25,B003,1447141913,0,0
26,B003,1447142202,0,0
27,B003,1447142510,0,0
28,B003,1447142812,0,0
29,B003,1447143115,0,0
30,B003,1447143421,0,0
31,B003,1447143723,0,0
32,B003,1447144033,0,0
21,B003,1447619641,0,0
22,B003,1447619940,0,0
23,B003,1447620242,0,0
24,B003,1447620549,0,0
25,B003,1447620848,0,0
26,B003,1447621149,0,0
27,B003,1447621450,0,0
28,B003,1447621751,0,0
29,B003,1447622052,0,0
30,B003,1447622351,0,0
31,B003,1447622651,0,0
32,B003,1447622951,0,0
21,B004,1446766354,0,0
22,B004,1446766654,0,0
23,B004,1446766955,0,0
24,B004,1446767256,0,0
25,B004,1446767561,0,0
26,B004,1446767857,0,0
27,B004,1446768167,0,0
28,B004,1446768448,0,0
29,B004,1446768779,0,0
30,B004,1446769071,0,0
31,B004,1446769369,0,0
32,B004,1446769672,0,0
21,B002,1447047062,0,0
22,B002,1447047364,0,0
23,B002,1447047666,0,0
24,B002,1447047966,0,0
25,B002,1447048268,0,0
26,B002,1447048572,0,0
27,B002,1447048873,0,0
28,B002,1447049175,0,0
29,B002,1447049474,1,1
30,B002,1447049777,1,1
31,B002,1447050079,2,2
32,B002,1447050380,1,1
21,B002,1447561819,0,0
22,B002,1447562121,0,0
23,B002,1447562420,0,0
24,B002,1447562722,0,0
25,B002,1447563023,0,0
26,B002,1447563323,0,0
27,B002,1447563624,0,0
28,B002,1447563925,0,0
29,B002,1447564225,0,0
30,B002,1447564527,0,0
31,B002,1447564827,0,0
32,B002,1447565128,0,0
21,B004,1447324249,38,37
22,B004,1447324567,35,35
23,B004,1447324869,39,39
24,B004,1447325183,40,40
25,B004,1447325498,6,6
26,B004,1447325852,13,12
27,B004,1447326185,27,27
28,B004,1447326483,52,52
29,B004,1447326729,59,59
30,B004,1447327027,63,63
31,B004,1447327325,70,70
32,B004,1447327621,60,58
21,B004,1446687203,0,0
22,B004,1446687497,0,0
23,B004,1446687796,0,0
24,B004,1446688101,0,0
25,B004,1446688398,0,0
26,B004,1446688698,0,0
27,B004,1446689010,0,0
28,B004,1446689308,0,0
29,B004,1446689604,0,0
30,B004,1446689902,0,0
31,B004,1446690203,0,0
32,B004,1446690503,0,0
21,B004,1447184002,0,0
22,B004,1447184300,0,0
23,B004,1447184603,0,0
24,B004,1447184898,0,0
25,B004,1447185197,0,0
26,B004,1447185503,0,0
27,B004,1447185804,0,0
28,B004,1447186109,0,0
29,B004,1447186408,0,0
30,B004,1447186712,0,0
31,B004,1447186948,0,0
32,B004,1447187321,0,0
21,B002,1446985918,0,0
22,B002,1446986219,0,0
23,B002,1446986523,0,0
24,B002,1446986822,1,1
25,B002,1446987128,1,1
26,B002,1446987426,1,1
27,B002,1446987728,0,0
28,B002,1446988029,0,0
29,B002,1446988330,0,0
30,B002,1446988631,0,0
31,B002,1446988932,0,0
32,B002,1446989234,0,0
20,B003,1446625840,0,0
21,B003,1446626152,0,0
22,B003,1446626456,0,0
23,B003,1446626759,0,0
24,B003,1446627080,0,0
25,B003,1446627399,0,0
26,B003,1446627720,0,0
27,B003,1446628011,0,0
28,B003,1446628300,2,2
29,B003,1446628595,3,3
30,B003,1446629050,2,2
21,B004,1447313563,0,0
22,B004,1447313863,0,0
23,B004,1447314118,0,0
24,B004,1447314474,0,0
25,B004,1447314780,0,0
26,B004,1447315079,0,0
27,B004,1447315387,0,0
28,B004,1447315692,0,0
29,B004,1447315993,1,1
30,B004,1447316307,0,0
31,B004,1447316606,2,2
32,B004,1447316916,4,4
21,B004,1446996765,0,0
22,B004,1446997068,0,0
23,B004,1446997372,0,0
24,B004,1446997672,0,0
25,B004,1446997973,0,0
26,B004,1446998274,0,0
27,B004,1446998576,0,0
28,B004,1446998878,0,0
29,B004,1446999179,0,0
30,B004,1446999488,0,0
31,B004,1446999782,0,0
32,B004,1447000080,0,0
21,B002,1446845525,0,0
22,B002,1446845826,0,0
23,B002,1446846125,0,0
24,B002,1446846424,0,0
25,B002,1446846724,0,0
26,B002,1446847027,0,0
27,B002,1446847330,0,0
28,B002,1446847635,0,0
29,B002,1446847934,0,0
30,B002,1446848232,0,0
31,B002,1446848537,0,0
32,B002,1446848835,0,0
21,B004,1446917593,0,0
22,B004,1446917894,0,0
23,B004,1446918105,0,0
24,B004,1446918494,0,0
25,B004,1446918797,0,0
26,B004,1446919096,0,0
27,B004,1446919397,0,0
28,B004,1446919696,0,0
29,B004,1446919999,0,0
30,B004,1446920299,0,0
31,B004,1446920598,0,0
32,B004,1446920900,0,0
20,B003,1447367689,0,0
21,B003,1447367990,0,0
22,B003,1447368291,0,0
23,B003,1447368590,0,0
24,B003,1447368898,0,0
25,B003,1447369193,0,0
26,B003,1447369490,0,0
27,B003,1447369797,0,0
28,B003,1447370169,0,0
29,B003,1447370506,0,0
30,B003,1447370801,0,0
20,B004,1447166105,75,75
21,B004,1447166414,75,75
22,B004,1447166730,72,71
23,B004,1447167069,72,72
24,B004,1447167382,58,57
25,B004,1447167724,21,21
26,B004,1447167988,45,45
27,B004,1447168259,64,64
28,B004,1447168550,61,61
29,B004,1447168848,61,61
30,B004,1447169153,68,68
21,B003,1446852752,0,0
22,B003,1446853051,0,0
23,B003,1446853354,0,0
24,B003,1446853652,0,0
25,B003,1446853953,0,0
26,B003,1446854254,0,0
27,B003,1446854563,0,0
28,B003,1446854867,0,0
29,B003,1446855168,0,0
30,B003,1446855469,0,0
31,B003,1446855769,0,0
32,B003,1446856070,0,0
21,B003,1446895908,0,0
22,B003,1446896202,0,0
23,B003,1446896507,0,0
24,B003,1446896802,0,0
25,B003,1446897108,0,0
26,B003,1446897420,0,0
27,B003,1446897737,0,0
28,B003,1446898030,0,0
29,B003,1446898327,0,0
30,B003,1446898674,0,0
31,B003,1446898919,0,0
32,B003,1446899235,0,0
21,B004,1447601566,0,0
22,B004,1447601870,0,0
23,B004,1447602169,0,0
24,B004,1447602470,0,0
25,B004,1447602771,0,0
26,B004,1447603071,0,0
27,B004,1447603371,0,0
28,B004,1447603674,0,0
29,B004,1447603976,0,0
30,B004,1447604276,0,0
31,B004,1447604573,0,0
32,B004,1447604878,0,0
20,B002,1447414453,11,11
21,B002,1447414765,11,11
22,B002,1447415046,11,11
23,B002,1447415360,11,11
24,B002,1447415676,14,14
25,B002,1447416004,15,14
26,B002,1447416298,14,14
27,B002,1447416591,14,14
28,B002,1447416884,15,15
29,B002,1447417181,13,13
30,B002,1447417521,14,14
21,B002,1447616023,0,0
22,B002,1447616324,0,0
23,B002,1447616627,0,0
24,B002,1447616924,0,0
25,B002,1447617225,0,0
26,B002,1447617528,0,0
27,B002,1447617828,1,1
28,B002,1447618131,0,0
29,B002,1447618430,0,0
30,B002,1447618732,0,0
31,B002,1447619038,0,0
32,B002,1447619338,0,0
20,B004,1447684485,64,64
21,B004,1447684793,64,64
22,B004,1447685102,65,65
23,B004,1447685417,65,65
24,B004,1447685743,16,16
25,B004,1447686084,16,16
26,B004,1447686369,48,48
27,B004,1447686644,60,60
28,B004,1447686934,58,57
29,B004,1447687234,56,56
30,B004,1447687545,60,59
21,B004,1447378435,0,0
22,B004,1447378734,0,0
23,B004,1447379038,0,0
24,B004,1447379334,0,0
25,B004,1447379635,0,0
26,B004,1447379936,0,0
27,B004,1447380240,0,0
28,B004,1447380537,0,0
29,B004,1447380839,0,0
30,B004,1447381142,0,0
31,B004,1447381443,0,0
32,B004,1447381743,0,0
21,B003,1446874450,0,0
22,B003,1446874750,0,0
23,B003,1446875052,0,0
24,B003,1446875353,0,0
25,B003,1446875654,0,0
26,B003,1446875953,0,0
27,B003,1446876254,0,0
28,B003,1446876556,0,0
29,B003,1446876858,0,0
30,B003,1446877159,0,0
31,B003,1446877466,0,0
32,B003,1446877763,0,0
21,B002,1447637408,0,0
22,B002,1447637712,0,0
23,B002,1447638010,0,0
24,B002,1447638310,0,0
25,B002,1447638614,0,0
26,B002,1447638917,0,0
27,B002,1447639218,0,0
28,B002,1447639515,0,0
29,B002,1447639818,0,0
30,B002,1447640124,0,0
31,B002,1447640423,0,0
32,B002,1447640721,0,0
21,B004,1447270403,0,0
22,B004,1447270714,0,0
23,B004,1447271016,0,0
24,B004,1447271309,0,0
25,B004,1447271615,0,0
26,B004,1447271928,0,0
27,B004,1447272219,0,0
28,B004,1447272518,0,0
29,B004,1447272819,0,0
30,B004,1447273124,0,0
31,B004,1447273434,0,0
32,B004,1447273731,0,0
20,B002,1447724094,0,0
21,B002,1447724392,0,0
22,B002,1447724693,0,0
23,B002,1447724996,0,0
24,B002,1447725296,0,0
25,B002,1447725599,0,0
26,B002,1447725900,0,0
27,B002,1447726211,0,0
28,B002,1447726508,0,0
29,B002,1447726809,0,0
30,B002,1447727108,0,0
20,B003,1447317229,2,2
21,B003,1447317534,2,2
22,B003,1447317864,3,3
23,B003,1447318152,3,3
24,B003,1447318485,3,3
25,B003,1447318825,5,5
26,B003,1447319130,5,5
27,B003,1447319405,6,6
28,B003,1447319682,5,5
29,B003,1447320031,5,5
30,B003,1447320307,5,5
21,B003,1446604417,0,0
22,B003,1446604716,0,0
23,B003,1446605016,0,0
24,B003,1446605319,0,0
25,B003,1446605620,0,0
26,B003,1446605919,0,0
27,B003,1446606219,0,0
28,B003,1446606520,0,0
29,B003,1446606825,0,0
30,B003,1446607124,0,0
31,B003,1446607425,0,0
32,B003,1446607724,0,0
20,B002,1447155070,18,18
21,B002,1447155398,19,19
22,B002,1447155689,22,22
23,B002,1447155988,34,34
24,B002,1447156352,26,26
25,B002,1447156679,30,30
26,B002,1447157312,43,43
27,B002,1447157529,41,41
28,B002,1447157825,35,35
29,B002,1447158122,33,32
30,B002,1447158430,30,30
21,B004,1447439564,0,0
22,B004,1447439862,0,0
23,B004,1447440164,0,0
24,B004,1447440466,0,0
25,B004,1447440767,0,0
26,B004,1447441071,0,0
27,B004,1447441370,0,0
28,B004,1447441671,0,0
29,B004,1447441969,0,0
30,B004,1447442270,0,0
31,B004,1447442572,0,0
32,B004,1447442871,1,1
21,B004,1446924807,0,0
22,B004,1446925108,0,0
23,B004,1446925410,0,0
24,B004,1446925710,0,0
25,B004,1446926010,0,0
26,B004,1446926310,0,0
27,B004,1446926612,0,0
28,B004,1446926911,0,0
29,B004,1446927214,0,0
30,B004,1446927514,0,0
31,B004,1446927814,0,0
32,B004,1446928116,0,0
21,B002,1447014857,0,0
22,B002,1447015153,0,0
23,B002,1447015456,0,0
24,B002,1447015760,0,0
25,B002,1447016063,0,0
26,B002,1447016362,0,0
27,B002,1447016662,0,0
28,B002,1447016964,0,0
29,B002,1447017262,0,0
30,B002,1447017566,0,0
31,B002,1447017867,0,0
32,B002,1447018166,0,0
21,B004,1447169455,68,68
22,B004,1447169767,65,65
23,B004,1447170067,67,67
24,B004,1447170372,69,67
25,B004,1447170709,34,34
26,B004,1447171027,11,11
27,B004,1447171343,8,8
28,B004,1447171637,8,8
29,B004,1447171912,8,8
30,B004,1447172208,7,7
31,B004,1447172501,0,0
32,B004,1447172808,0,0
20,B003,1446719597,28,28
21,B003,1446719927,30,30
22,B003,1446720237,32,32
23,B003,1446720545,36,35
24,B003,1446720881,35,35
25,B003,1446721236,33,33
26,B003,1446721547,11,11
27,B003,1446721797,13,11
28,B003,1446722092,14,14
29,B003,1446722375,15,15
30,B003,1446722676,19,19
21,B002,1447457621,0,0
22,B002,1447457924,0,0
23,B002,1447458220,0,0
24,B002,1447458522,0,0
25,B002,1447458825,0,0
26,B002,1447459121,0,0
27,B002,1447459431,0,0
28,B002,1447459735,0,0
29,B002,1447460040,0,0
30,B002,1447460333,0,0
31,B002,1447460637,0,0
32,B002,1447460944,0,0
21,B004,1446571870,0,0
22,B004,1446572177,1,1
23,B004,1446572483,0,0
24,B004,1446572791,0,0
25,B004,1446573097,1,1
26,B004,1446573398,1,1
27,B004,1446573697,0,0
28,B004,1446573997,0,0
29,B004,1446574345,0,0
30,B004,1446574595,0,0
31,B004,1446574898,0,0
32,B004,1446575188,0,0
21,B003,1446892270,0,0
22,B003,1446892557,0,0
23,B003,1446892859,0,0
24,B003,1446893170,0,0
25,B003,1446893468,0,0
26,B003,1446893778,0,0
27,B003,1446894084,0,0
28,B003,1446894379,0,0
29,B003,1446894680,0,0
30,B003,1446894986,0,0
31,B003,1446895298,0,0
32,B003,1446895600,0,0
21,B002,1447673412,9,9
22,B002,1447673821,8,8
23,B002,1447674076,8,8
24,B002,1447674415,9,9
25,B002,1447674726,8,8
26,B002,1447675058,12,12
27,B002,1447675369,12,12
28,B002,1447675650,12,12
29,B002,1447675942,13,13
30,B002,1447676234,14,14
31,B002,1447676621,16,16
32,B002,1447676848,19,19
21,B002,1447454011,0,0
22,B002,1447454309,0,0
23,B002,1447454612,0,0
24,B002,1447454940,0,0
25,B002,1447455231,0,0
26,B002,1447455518,0,0
27,B002,1447455819,0,0
28,B002,1447456115,0,0
29,B002,1447456418,0,0
30,B002,1447456717,0,0
31,B002,1447457019,0,0
32,B002,1447457201,0,0
21,B004,1447216290,0,0
22,B004,1447216589,0,0
23,B004,1447216890,0,0
24,B004,1447217191,0,0
25,B004,1447217492,0,0
26,B004,1447217792,0,0
27,B004,1447218098,0,0
28,B004,1447218400,0,0
29,B004,1447218699,0,0
30,B004,1447219002,0,0
31,B004,1447219303,0,0
32,B004,1447219603,0,0
21,B002,1446748273,9,9
22,B002,1446748574,9,9
23,B002,1446748877,9,9
24,B002,1446749183,9,9
25,B002,1446749487,10,10
26,B002,1446749789,10,10
27,B002,1446750087,8,8
28,B002,1446750398,9,9
29,B002,1446750687,8,8
30,B002,1446750988,0,0
31,B002,1446751293,0,0
32,B002,1446751591,0,0
21,B004,1446582726,0,0
22,B004,1446583026,0,0
23,B004,1446583333,0,0
24,B004,1446583626,0,0
25,B004,1446583930,0,0
26,B004,1446584234,0,0
27,B004,1446584533,0,0
28,B004,1446584835,0,0
29,B004,1446585138,0,0
30,B004,1446585436,0,0
31,B004,1446585740,0,0
32,B004,1446586041,0,0
20,B002,1446881679,0,0
21,B002,1446881984,0,0
22,B002,1446882284,0,0
23,B002,1446882585,0,0
24,B002,1446882887,0,0
25,B002,1446883190,0,0
26,B002,1446883494,0,0
27,B002,1446883792,0,0
28,B002,1446884094,0,0
29,B002,1446884396,0,0
30,B002,1446884697,0,0
21,B003,1447695134,1,1
22,B003,1447695447,1,1
23,B003,1447695769,2,2
24,B003,1447696053,3,3
25,B003,1447696352,1,1
26,B003,1447696661,1,1
27,B003,1447696960,1,1
28,B003,1447697261,1,1
29,B003,1447697562,1,1
30,B003,1447697863,1,1
31,B003,1447698160,2,2
32,B003,1447698455,0,0
21,B004,1447126200,0,0
22,B004,1447126501,0,0
23,B004,1447126802,0,0
24,B004,1447127103,0,0
25,B004,1447127426,0,0
26,B004,1447127706,0,0
27,B004,1447128008,0,0
28,B004,1447128308,0,0
29,B004,1447128613,0,0
30,B004,1447128914,0,0
31,B004,1447129210,0,0
32,B004,1447129512,0,0
20,B003,1447061621,30,30
21,B003,1447061925,30,29
22,B003,1447062239,34,34
23,B003,1447062556,37,37
24,B003,1447062874,40,40
25,B003,1447063216,30,30
26,B003,1447063532,33,33
27,B003,1447063778,32,32
28,B003,1447064071,32,32
29,B003,1447064407,34,34
30,B003,1447064674,38,38
21,B002,1447137052,0,0
22,B002,1447137352,0,0
23,B002,1447137654,0,0
24,B002,1447137955,0,0
25,B002,1447138272,0,0
26,B002,1447138562,0,0
27,B002,1447138862,0,0
28,B002,1447139182,0,0
29,B002,1447139471,0,0
30,B002,1447139774,0,0
31,B002,1447140078,0,0
32,B002,1447140380,0,0
20,B004,1446532489,0,0
21,B004,1446532789,0,0
22,B004,1446533091,0,0
23,B004,1446533393,0,0
24,B004,1446533690,0,0
25,B004,1446533996,0,0
26,B004,1446534299,0,0
27,B004,1446534601,0,0
28,B004,1446534902,0,0
29,B004,1446535205,0,0
30,B004,1446535504,0,0
21,B004,1447266783,0,0
22,B004,1447267086,0,0
23,B004,1447267385,0,0
24,B004,1447267693,0,0
25,B004,1447267993,0,0
26,B004,1447268305,0,0
27,B004,1447268605,0,0
28,B004,1447268907,0,0
29,B004,1447269200,0,0
30,B004,1447269498,0,0
31,B004,1447269685,0,0
32,B004,1447270101,0,0
21,B002,1446820221,36,35
22,B002,1446820529,34,33
23,B002,1446820856,36,35
24,B002,1446821071,36,35
25,B002,1446821461,33,32
26,B002,1446821745,33,33
