11.00-12.00,B002,90,1,25,12th November 2015,1447326000,Classroom
11.00-12.00,B003,90,1,25,12th November 2015,1447326000,Classroom
11.00-12.00,B106,90,1,25,12th November 2015,1447326000,A.L.E.
11.00-12.00,B108,40,1,25,12th November 2015,1447326000,Seminar
11.00-12.00,B109,90,0,0,12th November 2015,1447326000,Seminar
12.00-13.00,B004,160,1,25,12th November 2015,1447329600,Lecture Theatre
12.00-13.00,B002,90,1,25,12th November 2015,1447329600,Classroom
12.00-13.00,B003,90,1,25,12th November 2015,1447329600,Classroom
12.00-13.00,B106,90,1,25,12th November 2015,1447329600,A.L.E.
12.00-13.00,B108,40,0,0,12th November 2015,1447329600,Seminar
12.00-13.00,B109,90,0,0,12th November 2015,1447329600,Seminar
13.00-14.00,B004,160,1,50,12th November 2015,1447333200,Lecture Theatre
13.00-14.00,B002,90,0,0,12th November 2015,1447333200,Classroom
13.00-14.00,B003,90,0,0,12th November 2015,1447333200,Classroom
13.00-14.00,B106,90,1,25,12th November 2015,1447333200,A.L.E.
13.00-14.00,B108,40,1,50,12th November 2015,1447333200,Seminar
13.00-14.00,B109,90,1,25,12th November 2015,1447333200,Seminar
14.00-15.00,B004,160,1,50,12th November 2015,1447336800,Lecture Theatre
14.00-15.00,B002,90,1,50,12th November 2015,1447336800,Classroom
14.00-15.00,B003,90,1,25,12th November 2015,1447336800,Classroom
14.00-15.00,B106,90,1,50,12th November 2015,1447336800,A.L.E.
14.00-15.00,B108,40,1,75,12th November 2015,1447336800,Seminar
14.00-15.00,B109,90,1,25,12th November 2015,1447336800,Seminar
15.00-16.00,B004,160,1,25,12th November 2015,1447340400,Lecture Theatre
15.00-16.00,B002,90,1,25,12th November 2015,1447340400,Classroom
15.00-16.00,B003,90,1,25,12th November 2015,1447340400,Classroom
15.00-16.00,B106,90,1,25,12th November 2015,1447340400,A.L.E.
15.00-16.00,B108,40,1,50,12th November 2015,1447340400,Seminar
15.00-16.00,B109,90,0,0,12th November 2015,1447340400,Seminar
16.00-17.00,B004,160,0,0,12th November 2015,1447344000,Lecture Theatre
16.00-17.00,B002,90,1,25,12th November 2015,1447344000,Classroom
16.00-17.00,B003,90,0,0,12th November 2015,1447344000,Classroom
16.00-17.00,B106,90,1,25,12th November 2015,1447344000,A.L.E.
16.00-17.00,B108,40,0,0,12th November 2015,1447344000,Seminar
16.00-17.00,B109,90,0,0,12th November 2015,1447344000,Seminar
9.00-10.00,B004,160,0,0,13th November 2015,1447405200,Lecture Theatre
9.00-10.00,B002,90,0,0,13th November 2015,1447405200,Classroom
9.00-10.00,B003,90,1,50,13th November 2015,1447405200,Classroom
9.00-10.00,B106,90,1,50,13th November 2015,1447405200,A.L.E.
9.00-10.00,B108,40,1,75,13th November 2015,1447405200,Seminar
9.00-10.00,B109,90,0,0,13th November 2015,1447405200,Seminar
10.00-11.00,B004,160,0,0,13th November 2015,1447408800,Lecture Theatre
10.00-11.00,B002,90,0,0,13th November 2015,1447408800,Classroom
10.00-11.00,B003,90,1,50,13th November 2015,1447408800,Classroom
10.00-11.00,B106,90,1,25,13th November 2015,1447408800,A.L.E.
10.00-11.00,B108,40,1,75,13th November 2015,1447408800,Seminar
10.00-11.00,B109,90,0,0,13th November 2015,1447408800,Seminar
11.00-12.00,B004,160,0,0,13th November 2015,1447412400,Lecture Theatre
11.00-12.00,B002,90,0,0,13th November 2015,1447412400,Classroom
11.00-12.00,B003,90,1,25,13th November 2015,1447412400,Classroom
11.00-12.00,B106,90,1,25,13th November 2015,1447412400,A.L.E.
11.00-12.00,B108,40,1,25,13th November 2015,1447412400,Seminar
11.00-12.00,B109,90,0,0,13th November 2015,1447412400,Seminar
12.00-13.00,B004,160,0,0,13th November 2015,1447416000,Lecture Theatre
12.00-13.00,B002,90,0,0,13th November 2015,1447416000,Classroom
12.00-13.00,B003,90,1,25,13th November 2015,1447416000,Classroom
12.00-13.00,B106,90,1,50,13th November 2015,1447416000,A.L.E.
12.00-13.00,B108,40,1,25,13th November 2015,1447416000,Seminar
12.00-13.00,B109,90,0,0,13th November 2015,1447416000,Seminar
13.00-14.00,B004,160,0,0,13th November 2015,1447419600,Lecture Theatre
13.00-14.00,B002,90,0,0,13th November 2015,1447419600,Classroom
13.00-14.00,B003,90,0,0,13th November 2015,1447419600,Classroom
13.00-14.00,B106,90,1,50,13th November 2015,1447419600,A.L.E.
13.00-14.00,B108,40,1,25,13th November 2015,1447419600,Seminar
13.00-14.00,B109,90,0,0,13th November 2015,1447419600,Seminar
14.00-15.00,B004,160,1,50,13th November 2015,1447423200,Lecture Theatre
14.00-15.00,B002,90,1,25,13th November 2015,1447423200,Classroom
14.00-15.00,B003,90,1,50,13th November 2015,1447423200,Classroom
14.00-15.00,B106,90,0,0,13th November 2015,1447423200,A.L.E.
14.00-15.00,B108,40,0,0,13th November 2015,1447423200,Seminar
14.00-15.00,B109,90,0,0,13th November 2015,1447423200,Seminar
15.00-16.00,B004,160,1,50,13th November 2015,1447426800,Lecture Theatre
15.00-16.00,B002,90,1,25,13th November 2015,1447426800,Classroom
15.00-16.00,B003,90,1,25,13th November 2015,1447426800,Classroom
15.00-16.00,B106,90,0,0,13th November 2015,1447426800,A.L.E.
15.00-16.00,B108,40,0,0,13th November 2015,1447426800,Seminar
15.00-16.00,B109,90,0,0,13th November 2015,1447426800,Seminar
16.00-17.00,B004,160,0,0,13th November 2015,1447430400,Lecture Theatre
16.00-17.00,B002,90,1,25,13th November 2015,1447430400,Classroom
16.00-17.00,B003,90,1,25,13th November 2015,1447430400,Classroom
16.00-17.00,B106,90,0,0,13th November 2015,1447430400,A.L.E.
16.00-17.00,B108,40,1,25,13th November 2015,1447430400,Seminar
16.00-17.00,B109,90,1,25,13th November 2015,1447430400,Seminar
